CustomerID,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Churn Label,Churn Value,Churn Score,Churn Reason
8129-GMVGI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,59,
2882-DDZPG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,76,
3547-LQRIK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,47,
9137-NOQKA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,24,
5843-TTHGI,Yes,No,DSL,No,No,Yes,No,No,No,No,0,49,
1849-RJYIG,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,29,
8868-GAGIO,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,0,44,
4061-UKJWL,Yes,No,DSL,No,No,No,No,No,No,No,0,72,
5380-XPJNZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,27,
8263-QMNTJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,58,
3230-JCNZS,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,0,74,
0277-ORXQS,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,No,0,30,
7996-BPXHY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,21,
3227-WLKLI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,26,
2266-FUBDZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,54,
8237-ULIXL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,78,
8216-AZUUZ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,76,
9153-BTBVV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
5186-PEIZU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,67,
1074-AMIOH,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,73,
4361-FEBGN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,43,
7748-UMTRK,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,34,
0380-ZCSBI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,66,
7145-FEJWU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,72,
6463-MVYRY,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,0,72,
3969-JQABI,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,0,64,
9624-EGDEQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,61,
1051-EQPZR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,36,
5849-ASHZJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,65,
5780-INQIK,Yes,No,DSL,No,No,No,Yes,No,No,No,0,48,
4526-ZJJTM,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,0,51,
8384-FZBJK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,48,
3750-RNQKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,33,
0962-CQPWQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,56,
3096-YXENJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,25,
1265-BCFEO,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,0,75,
5837-LXSDN,Yes,No,DSL,No,Yes,No,No,Yes,No,No,0,25,
5945-AZYHT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,22,
8325-QRPZR,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,0,50,
6384-VMJHP,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,80,
2262-SLNVK,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,74,
7730-CLDSV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0,78,
1135-HIORI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,74,
0164-APGRB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,69,
6481-ESCNL,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0,53,
1790-NESIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,76,
1550-EENBN,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,0,78,
8198-RKSZG,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,0,26,
9297-EONCV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,52,
1069-QJOEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,76,
7799-DSEWS,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,0,47,
8766-PAFNE,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,29,
5315-CKEQK,Yes,Yes,DSL,No,No,No,No,No,No,No,0,44,
3130-ICDUP,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,0,40,
0820-FNRNX,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,0,46,
0880-FVFWF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,0,64,
4611-ANLQC,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,No,0,65,
4213-HKBJO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,39,
2792-LSHWX,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,0,26,
0014-BMAQU,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,0,49,
9018-PCIOK,Yes,No,DSL,No,Yes,Yes,No,No,Yes,No,0,36,
4837-QUSFT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,0,72,
9953-ZMKSM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
0907-HQNTS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,47,
7665-NKLAV,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,0,44,
4391-LNRXK,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0,28,
8250-ZNGGW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,35,
8562-GHPPI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
5893-PYOLZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,75,
4986-MXSFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,39,
6131-FOYAS,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,0,27,
3027-YNWZU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,61,
5609-IMCGG,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,0,35,
4727-MCYZG,Yes,No,DSL,No,No,No,No,No,Yes,No,0,35,
9481-WHGWY,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,0,64,
4328-VUFWD,Yes,No,DSL,No,No,No,Yes,No,Yes,No,0,42,
3301-LSLWQ,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,0,72,
7473-ZBDSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,28,
3166-PNEOF,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,74,
5639-NTUPK,Yes,No,DSL,Yes,No,No,No,No,No,No,0,34,
8780-YRMTT,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,No,0,27,
5140-FOMCQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,67,
6242-SGYTS,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,0,27,
8166-ORCHU,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0,21,
8414-OOEEL,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,66,
8454-AATJP,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,46,
4531-AUZNK,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No,0,21,
4191-XOVOM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,66,
2150-OEGBV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,28,
1855-CFULU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
4878-BUNFV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,76,
1872-EBWSC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,66,
7026-YMSBE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,59,
6997-UVGOX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,44,
9674-EHPPG,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,0,44,
5440-VHLUL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,47,
5781-BKHOP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,0,20,
5213-TWWJU,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0,66,
8628-MFKAX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,68,
7629-WIXZF,Yes,No,DSL,Yes,No,No,No,No,Yes,No,0,29,
5445-GLVOT,Yes,No,DSL,Yes,No,No,No,No,No,No,0,29,
3976-HXHCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,42,
2466-NEJOJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,38,
0254-KCJGT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,64,
5472-CVMDX,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,0,45,
6461-SZMCV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,71,
8150-QUDFX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,64,
9508-ILZDG,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,0,32,
2346-DJQTB,No,No phone service,DSL,No,No,No,No,No,No,No,0,75,
1697-LYYYX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,57,
1942-OQFRW,Yes,No,DSL,No,No,No,No,No,No,No,0,61,
9640-ZSLDC,Yes,No,DSL,No,No,Yes,No,No,Yes,No,0,38,
4231-LZUYM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
6128-AQBMT,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No,0,46,
3594-BDSOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
5133-VRSAB,No,No phone service,DSL,Yes,No,No,No,No,No,No,0,59,
5996-DAOQL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,80,
6838-YAUVY,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No,0,67,
0484-JPBRU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,40,
7883-ROJOC,Yes,No,DSL,No,No,No,No,No,No,No,0,76,
0244-LGNFY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,75,
7274-CGTOD,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,No,0,58,
4295-YURET,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,0,79,
4635-EJYPD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,49,
1866-ZSLJM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,75,
4636-TVXVG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,32,
4236-UJPWO,No,No phone service,DSL,No,No,No,No,No,No,No,0,54,
9392-XBGTD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,56,
6402-SSEJG,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,76,
1169-SAOCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,27,
1110-KYLGQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,39,
9929-PLVPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,65,
3518-PZXZQ,Yes,No,DSL,No,No,No,No,Yes,No,No,0,37,
2371-JUNGC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,33,
7693-QPEFS,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,72,
0924-BJCRC,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,0,44,
5074-FBGHB,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,80,
2351-BKRZW,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,0,23,
4455-BFSPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,79,
3948-KXDUF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,60,
2323-ARSVR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,67,
0815-MFZGM,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,76,
5480-XTFFL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,24,
8295-FHIVV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,56,
9086-YJYXS,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,0,58,
1179-INLAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,32,
7909-FIOIY,No,No phone service,DSL,No,No,No,No,No,No,No,0,39,
6351-SCJKT,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,0,46,
5468-BPMMO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,59,
0197-PNKNK,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,0,49,
2439-QKJUL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,44,
1194-SPVSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
9534-NSXEM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
8929-KSWIH,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,23,
2250-IVBWA,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,0,48,
1810-MVMAI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,33,
9506-UXUSK,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,30,
1229-RCALF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,45,
3572-UOLYZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,0,39,
1429-UYJSV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,62,
6366-XIVKZ,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,0,46,
3470-OBUET,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,0,35,
2770-NSVDG,No,No phone service,DSL,No,No,Yes,No,No,No,No,0,33,
9375-MHRRS,Yes,No,DSL,No,No,No,Yes,No,No,No,0,34,
4860-YZGZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,63,
6599-GZWCM,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,0,40,
5533-NHFRF,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,No,0,77,
7037-MTYVW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,51,
4760-THGOT,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,0,71,
4016-BJKTZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,80,
6584-VQMYT,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,42,
9838-BFCQT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,41,
2790-XUYMV,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,0,48,
0581-MDMPW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,0,37,
1023-BQXZE,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,0,71,
9163-GHAYE,Yes,No,DSL,No,Yes,No,No,No,No,No,0,62,
3904-UKFRE,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,0,67,
5353-WILCI,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,47,
0058-EVZWM,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,0,42,
7009-PCARS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,66,
0519-DRGTI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,49,
1017-FBQMM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,69,
1985-MBRYP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,41,
9372-TXXPS,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,54,
3259-QMXUN,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,33,
1015-JPFYW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,29,
6645-MXQJT,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,0,43,
4360-QRAVE,No,No phone service,DSL,No,Yes,Yes,No,No,No,No,0,72,
8433-WPJTV,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,75,
5804-JMYIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,61,
6484-LATFU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,31,
7599-NTMDP,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,No,0,26,
0536-ACXIP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,53,
0936-NQLJU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
1575-KRZZE,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,74,
3251-YMVWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
4884-LEVMQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,80,
8857-CUPFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
7610-TVOPG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,73,
3638-DIMPH,Yes,No,DSL,No,No,No,No,No,No,No,0,40,
1845-ZLLIG,Yes,No,DSL,No,Yes,No,No,No,No,No,0,50,
8559-WNQZS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,27,
1699-UOTXU,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,40,
0635-WKOLD,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,0,32,
5993-JSUWV,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,66,
4518-FZBSX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,64,
5387-ASZNZ,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,0,80,
6988-CJEYV,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,79,
3097-FQTVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,21,
5465-BUBFA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,40,
7299-GNVPL,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,0,54,
9743-DQKQW,No,No phone service,DSL,No,No,No,No,No,No,No,0,58,
1215-VFYVK,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No,0,30,
9371-BITHB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,43,
9093-FPDLG,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0,52,
0541-FITGH,Yes,No,DSL,Yes,No,No,No,No,Yes,No,0,34,
6985-HAYWX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,0,54,
7508-KBIMB,Yes,No,DSL,Yes,No,Yes,No,No,No,No,0,52,
6838-HVLXG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,27,
2277-DJJDL,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,40,
1897-OKVMW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,43,
5485-ITNPC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,24,
0233-FTHAV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,0,49,
4644-PIZRT,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,0,35,
8922-NPKBJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,21,
2740-TVLFN,Yes,Yes,DSL,No,No,No,No,No,No,No,0,80,
7771-CFQRQ,Yes,No,DSL,No,Yes,No,Yes,No,Yes,No,0,45,
9512-PHSMG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,71,
6963-EZQEE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,37,
2452-KDRRH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0,28,
4146-SVFUD,Yes,No,DSL,No,No,No,No,No,No,No,0,77,
1564-HJUVY,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No,0,59,
3617-XLSGQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,28,
7517-LDMPS,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,0,75,
7244-KXYZN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
5226-NOZFC,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,0,64,
1400-WIVLL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,24,
8148-NLEGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,24,
8347-GDTMP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,78,
6746-WAUWT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,41,
0428-IKYCP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,0,49,
2187-PKZAY,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,0,71,
4003-OCTMP,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,0,24,
6652-YFFJO,Yes,No,DSL,No,No,No,No,Yes,Yes,No,0,80,
7225-IILWY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,26,
5248-RPYWW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,49,
7923-IYJWY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,60,
3170-GWYKC,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,0,62,
9830-ECLEN,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,No,0,45,
2668-TZSPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
7446-SFAOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
9522-ZSINC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,24,
8234-GSZYK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
6505-OZNPG,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,48,
6164-HAQTX,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,76,
7765-LWVVH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,0,25,
1658-TJVOA,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0,79,
0953-LGOVU,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,0,75,
4692-NNQRU,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,0,24,
7742-MYPGI,Yes,No,DSL,No,No,No,Yes,No,No,No,0,45,
9619-GSATL,Yes,No,DSL,No,Yes,No,Yes,No,No,No,0,48,
5622-UEJFI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,38,
0674-DGMAQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,0,77,
6203-HBZPA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,36,
0484-FFVBJ,Yes,No,DSL,No,No,No,No,Yes,Yes,No,0,29,
0301-FIDRB,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,32,
4139-JPIAM,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,No,0,62,
2181-TIDSV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,70,
2761-XECQW,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,No,0,68,
1936-CZAKF,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,0,29,
9453-PATOS,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,39,
4402-FTBXC,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,0,67,
2931-XIQBR,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0,72,
0106-UGRDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,37,
5542-TBBWB,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,26,
1930-QPBVZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0,38,
2606-PKWJB,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,0,30,
5322-ZSMZY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,32,
8059-UDZFY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,58,
7740-BTPUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,56,
5220-AGAAX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,57,
0208-BPQEJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,29,
9435-JMLSX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,52,
