CustomerID,Monthly Charges,Total Charges,Payment Method,Paperless Billing,CLTV
7279-NMVJC,19.9,323.15,Bank transfer (automatic),No,2093
2081-VEYEH,107.95,318.6,Electronic check,Yes,5653
6407-UTSLV,83.8,163.7,Bank transfer (automatic),Yes,2885
9060-HJJRW,56.4,2928.5,Credit card (automatic),Yes,4380
2587-YNLES,20.1,100.35,Mailed check,No,5874
7398-SKNQZ,94.9,273.2,Electronic check,No,2330
5935-FCCNB,94.2,1608.15,Electronic check,Yes,4425
1958-RNRKS,49.9,1441.95,Electronic check,No,3712
5136-RGMZO,71.05,2168.15,Electronic check,Yes,4443
8345-MVDYC,81.65,3618.7,Bank transfer (automatic),No,5937
8226-BXGES,89.45,5692.65,Bank transfer (automatic),No,5519
9705-IOVQQ,99.0,5969.3,Electronic check,No,5177
1015-OWJKI,19.05,19.05,Mailed check,No,5279
2040-XBAVJ,114.45,8100.55,Bank transfer (automatic),No,4700
8887-IPQNC,44.25,313.45,Mailed check,Yes,5014
8646-JCOMS,90.55,6130.95,Bank transfer (automatic),Yes,4958
1222-KJNZD,20.4,745.3,Bank transfer (automatic),Yes,5918
0106-GHRQR,71.4,1212.1,Bank transfer (automatic),Yes,3360
3768-VHXQO,24.85,1583.5,Credit card (automatic),No,4833
8952-WCVCD,104.45,4162.05,Bank transfer (automatic),Yes,2719
2418-TPEUN,19.8,1119.9,Credit card (automatic),Yes,4681
3963-RYFNS,116.45,8013.55,Bank transfer (automatic),Yes,5567
8540-ZQGEA,20.05,1102.4,Credit card (automatic),No,4212
1320-REHCS,110.75,5832,Electronic check,Yes,4993
4137-JOPHL,89.7,4304.5,Bank transfer (automatic),Yes,5306
7801-CEDNV,48.7,1421.75,Credit card (automatic),No,3560
2057-BOYKM,96.6,6827.5,Bank transfer (automatic),Yes,5153
3658-QQJYD,74.3,4698.05,Credit card (automatic),Yes,5974
1803-BGNBD,54.3,654.5,Electronic check,Yes,3854
0134-XWXCE,74.85,3268.05,Bank transfer (automatic),No,3253
6950-TWMYB,79.95,4362.05,Bank transfer (automatic),Yes,4387
5848-FHRFC,20.05,1386.9,Bank transfer (automatic),No,5740
2243-FNMMI,19.4,415.4,Mailed check,No,4958
2511-MORQY,54.9,2614.1,Bank transfer (automatic),No,4322
5356-KZCKT,24.45,1513.6,Credit card (automatic),Yes,6490
9470-XCCEM,89.65,3161.6,Bank transfer (automatic),Yes,2622
6519-CFDBX,45.4,80.95,Electronic check,Yes,4964
3902-MIVLE,75.7,4676.7,Mailed check,No,5113
0409-WTMPL,110.65,6526.65,Credit card (automatic),Yes,4761
8763-KIAFH,20.55,583.3,Mailed check,Yes,2269
3669-WHAFY,115.15,8078.1,Credit card (automatic),Yes,4144
3055-VTCGS,58.55,3503.5,Credit card (automatic),No,6312
3144-KMTWZ,93.25,6669.45,Bank transfer (automatic),Yes,6035
2007-QVGAW,19.35,1292.65,Bank transfer (automatic),Yes,6303
5207-PLSTK,48.75,48.75,Mailed check,Yes,5068
2307-FYNNL,109.05,7108.2,Electronic check,Yes,5692
5605-XNWEN,25.0,1802.55,Bank transfer (automatic),Yes,4055
2155-AMQRX,54.9,1505.15,Credit card (automatic),Yes,2885
6181-AXXYF,24.75,1859.1,Credit card (automatic),No,4185
5091-HFAZW,91.15,168.5,Electronic check,Yes,2686
2519-LBNQL,104.35,6339.45,Electronic check,Yes,4040
8623-ULFNQ,66.05,1652.4,Electronic check,Yes,3225
1568-LJSZU,92.2,6392.85,Credit card (automatic),Yes,4451
7789-HKSBS,105.2,4599.15,Bank transfer (automatic),Yes,5573
7416-CKTEP,19.6,1134.25,Bank transfer (automatic),Yes,6064
2586-CWXVV,30.4,1621.35,Electronic check,No,4778
2348-KCJLT,61.5,2722.2,Mailed check,Yes,2059
8401-EMUWF,69.4,3058.3,Bank transfer (automatic),Yes,4701
4193-IBKSW,24.75,1769.6,Bank transfer (automatic),No,6232
5377-NDTOU,91.05,6293.75,Mailed check,No,4644
2474-LCNUE,73.65,1642.75,Credit card (automatic),Yes,2590
0839-QNXME,19.4,578.5,Credit card (automatic),No,3986
3506-OVLKD,26.2,954.9,Bank transfer (automatic),No,4419
6650-VJONK,43.85,43.85,Bank transfer (automatic),Yes,5913
2178-PMGCJ,69.7,1490.4,Mailed check,Yes,4838
7492-TAFJD,38.55,280,Mailed check,No,3345
2773-MADBQ,53.1,1901.25,Mailed check,Yes,2751
6016-LVTJQ,20.65,716.4,Mailed check,No,5099
7860-KSUGX,64.45,4720,Credit card (automatic),No,6330
8966-KZXXA,25.1,930.95,Credit card (automatic),No,3040
5149-QYTTU,95.15,6770.85,Credit card (automatic),Yes,5647
2070-XYMFH,79.35,1835.3,Mailed check,Yes,3558
2085-BOJKI,96.65,1588.25,Bank transfer (automatic),Yes,5228
0817-HSUSE,75.5,75.5,Electronic check,Yes,2954
5442-PPTJY,19.7,258.35,Mailed check,No,5104
1927-QEWMY,20.5,1502.25,Credit card (automatic),No,6302
1663-MHLHE,19.2,19.2,Mailed check,No,4629
5663-QBGIS,98.35,6929.4,Bank transfer (automatic),No,6120
4450-MDZFX,74.35,4453.3,Bank transfer (automatic),No,5100
6701-DHKWQ,51.35,3244.4,Credit card (automatic),No,4159
7554-AKDQF,45.65,323.45,Mailed check,No,4227
0794-YVSGE,20.3,1401.15,Bank transfer (automatic),No,5265
5423-BHIXO,54.2,1739.6,Electronic check,Yes,4454
6908-VVYHM,90.65,5931,Electronic check,Yes,6358
2959-EEXWB,50.9,2333.85,Bank transfer (automatic),Yes,3937
1839-UMACK,25.05,949.85,Electronic check,No,3756
3030-YDNRM,74.85,572.45,Electronic check,Yes,5514
7321-KKSDU,20.5,696.8,Mailed check,No,3114
3402-XRIUO,63.55,1381.8,Mailed check,Yes,2136
8286-AFUYI,47.95,47.95,Electronic check,No,5092
8356-WUAOJ,45.0,45,Electronic check,Yes,5669
8058-DMYRU,90.05,4931.8,Electronic check,Yes,5232
9350-ZXYJC,25.3,116.95,Credit card (automatic),Yes,3808
8958-JPTRR,24.3,1261.7,Electronic check,No,5052
6959-GQEGV,75.95,3273.8,Electronic check,Yes,2185
3173-WSSUE,19.7,1415.85,Credit card (automatic),No,5921
1265-HVPZB,66.4,3958.2,Credit card (automatic),No,6432
4115-UMJFQ,35.75,2492.25,Bank transfer (automatic),Yes,4043
7369-TRPFD,18.8,279.2,Mailed check,No,2916
1098-KFQEC,19.4,1083,Credit card (automatic),No,5366
7190-XHTWJ,19.3,755.5,Mailed check,No,4705
3537-RYBHH,67.45,3252,Credit card (automatic),Yes,4074
5296-BFCYD,20.1,936.85,Mailed check,Yes,3392
9359-JANWS,58.9,3857.1,Credit card (automatic),No,5657
3279-DYZQM,19.45,1378.45,Mailed check,No,5497
0523-VNGTF,50.5,2566.3,Electronic check,Yes,5185
9575-IWCAZ,25.1,171,Mailed check,No,5161
7105-MXJLL,60.7,1597.4,Mailed check,No,2502
7064-FRRSW,99.0,4744.35,Electronic check,Yes,3061
7940-UQQUG,104.4,6721.6,Bank transfer (automatic),Yes,5133
3961-SXAXY,44.05,44.05,Bank transfer (automatic),Yes,5925
7010-BRBUU,24.1,1734.65,Credit card (automatic),No,4264
3566-HJGPK,45.55,45.55,Mailed check,Yes,3173
3062-ICYZQ,93.8,4539.35,Electronic check,Yes,5457
9938-PRCVK,19.7,804.25,Bank transfer (automatic),No,2902
0973-KYVNF,70.65,5011.15,Credit card (automatic),Yes,5176
5129-HHMZC,86.45,3574.5,Credit card (automatic),No,3110
9637-CDTKZ,114.1,8086.4,Credit card (automatic),Yes,4965
3946-JEWRQ,95.2,4563,Credit card (automatic),Yes,4977
7873-CVMAW,88.55,6362.35,Credit card (automatic),No,6468
0463-WZZKO,20.75,67.1,Credit card (automatic),Yes,2406
4524-QCSSM,44.65,1156.55,Bank transfer (automatic),Yes,4512
5832-EXGTT,60.2,1834.15,Mailed check,Yes,5517
2039-JONDJ,55.45,1477.65,Bank transfer (automatic),No,3616
7217-JYHOQ,70.3,1706.45,Credit card (automatic),Yes,3359
6695-FRVEC,60.4,3953.7,Bank transfer (automatic),Yes,5356
9894-QMIMJ,55.8,1327.85,Bank transfer (automatic),No,2499
8069-YQQAJ,31.1,419.7,Mailed check,Yes,3448
1636-NTNCO,50.95,207.35,Credit card (automatic),Yes,2104
3466-WAESX,69.1,1083.7,Electronic check,Yes,5172
9281-PKKZE,43.95,2007.85,Electronic check,Yes,4818
3638-VBZTA,86.5,5882.75,Bank transfer (automatic),Yes,4280
7459-IMVYU,69.95,2657.55,Electronic check,No,5858
8563-OYMQY,90.95,1612.2,Credit card (automatic),Yes,5687
0754-EEBDC,19.9,76.65,Mailed check,No,2347
5777-ZPQNC,20.15,260.7,Electronic check,No,4628
1951-IEYXM,90.6,6441.85,Credit card (automatic),Yes,4528
3318-NMQXL,92.0,266.8,Electronic check,Yes,4345
1022-RKXDR,24.85,962.25,Mailed check,Yes,3089
2361-FJWNO,36.0,1382.9,Credit card (automatic),No,5323
2272-UOINI,78.5,571.05,Electronic check,Yes,3601
8232-UTFOZ,19.95,1399.35,Credit card (automatic),No,4328
3750-YHRYO,20.65,150,Mailed check,No,2874
6637-KYRCV,30.5,167.2,Electronic check,Yes,5973
5668-MEISB,106.1,7657.4,Credit card (automatic),No,5146
0129-QMPDR,20.5,865.05,Bank transfer (automatic),Yes,3093
7188-CBBBA,95.5,6153.85,Electronic check,Yes,6153
5356-CSVSQ,64.6,174.2,Electronic check,No,5277
3221-CJMSG,51.1,1269.6,Credit card (automatic),Yes,2515
3219-JQRSL,89.1,6352.4,Credit card (automatic),No,4627
2801-NISEI,54.95,1348.5,Electronic check,No,3407
4623-ZKHLY,20.45,471.55,Bank transfer (automatic),Yes,3727
6732-VAILE,85.95,5931.75,Credit card (automatic),Yes,6354
8201-AAXCB,60.35,1404.65,Electronic check,No,3192
7696-CFTAT,19.8,726.1,Bank transfer (automatic),No,2745
1845-CSBRZ,85.35,1961.6,Bank transfer (automatic),No,2656
2123-VSCOT,72.1,4194.85,Bank transfer (automatic),Yes,6225
2018-QKYGT,81.05,81.05,Electronic check,Yes,4396
2792-VPPET,20.5,76.95,Electronic check,Yes,5296
7409-JURKQ,111.8,5809.75,Bank transfer (automatic),Yes,5713
3247-MHJKM,20.2,20.2,Mailed check,No,3586
1964-SVLEA,19.7,415.9,Mailed check,Yes,2860
7297-DVYGA,19.85,996.95,Bank transfer (automatic),Yes,5089
2239-CGBUZ,60.5,3145.15,Bank transfer (automatic),Yes,4207
0854-UYHZD,19.55,265.3,Mailed check,No,2816
7243-LCGGZ,20.9,20.9,Mailed check,No,3901
8267-KFGYD,21.05,21.05,Mailed check,Yes,3389
4890-VMUAV,71.5,4576.3,Electronic check,No,5342
9261-WDCAF,54.65,189.1,Mailed check,No,2168
3764-MNMOI,19.2,908.15,Credit card (automatic),No,2776
7442-YGZFK,49.8,49.8,Credit card (automatic),Yes,4796
8229-BUJHX,20.5,1500.95,Bank transfer (automatic),No,4941
7449-HVPIV,90.4,5099.15,Credit card (automatic),Yes,4603
5504-WSIUR,90.25,6385.95,Bank transfer (automatic),Yes,5327
8466-PZBLH,104.6,6885.75,Bank transfer (automatic),No,4743
8735-IJJEG,50.2,668.85,Credit card (automatic),No,4253
0564-MUUQK,95.5,1916.2,Bank transfer (automatic),Yes,3186
0701-RFGFI,95.4,4613.95,Bank transfer (automatic),Yes,6136
0019-EFAEP,101.3,7261.25,Bank transfer (automatic),Yes,5513
5619-PTMIK,53.1,2459.8,Electronic check,No,3358
3737-XBQDD,84.85,2048.8,Bank transfer (automatic),Yes,2941
5882-CMAZQ,34.25,163.55,Electronic check,No,5100
5846-QFDFI,88.6,2888.7,Credit card (automatic),No,3648
4445-KWOKW,60.15,2421.6,Bank transfer (automatic),Yes,5988
3511-APPBJ,99.95,2292.75,Credit card (automatic),Yes,3515
7967-HYCDE,70.7,553.4,Bank transfer (automatic),No,4946
2430-RRYUW,54.8,3465.7,Mailed check,Yes,4621
3723-BFBGR,54.8,1291.3,Credit card (automatic),No,4330
5447-WZAFP,100.3,5200.8,Mailed check,Yes,5377
5110-CHOPY,53.6,3237.05,Electronic check,No,4173
4425-OWHWB,19.35,433.75,Credit card (automatic),Yes,5811
7892-QVYKW,85.6,1868.4,Electronic check,No,3513
9675-ICXCT,80.8,5728.55,Electronic check,Yes,4689
4703-MQYKT,19.6,390.4,Mailed check,No,4562
5692-ICXLW,90.7,2845.15,Electronic check,Yes,3493
0602-DDUML,69.75,3894.4,Mailed check,No,4487
2208-MPXIO,20.0,886.4,Bank transfer (automatic),Yes,5169
1960-UYCNN,95.25,1021.55,Electronic check,Yes,4810
3190-FZATL,19.95,268.4,Mailed check,No,5770
7336-RLLRH,80.85,2204.35,Mailed check,No,4732
7710-JSYOA,93.3,6398.05,Bank transfer (automatic),Yes,5205
9885-MFVSU,46.35,1662.05,Credit card (automatic),Yes,4577
0607-MVMGC,78.75,3600.65,Credit card (automatic),No,2595
3365-SAIGS,83.55,1329.15,Electronic check,Yes,5564
8022-BECSI,19.6,422.5,Mailed check,No,2203
9993-LHIEB,67.85,4627.65,Mailed check,No,4792
0266-CLZKZ,105.65,6717.9,Bank transfer (automatic),Yes,6383
7020-OZKXZ,75.5,637.4,Credit card (automatic),No,3021
3977-QCRSL,20.15,117.95,Mailed check,No,5020
0017-DINOC,45.2,2460.55,Credit card (automatic),No,5435
7639-OPLNG,79.25,5731.85,Bank transfer (automatic),Yes,5085
1492-QGCLU,85.7,4616.1,Electronic check,No,5957
7328-OWMOM,20.1,589.25,Credit card (automatic),No,3086
4418-LZMSV,61.8,750.1,Bank transfer (automatic),No,4749
5155-AZQPB,49.9,1410.25,Mailed check,No,5250
1087-GRUYI,20.4,743.5,Bank transfer (automatic),No,3756
2546-KZAAT,75.4,3865.45,Mailed check,Yes,5211
0181-RITDD,108.15,6825.65,Mailed check,No,5298
5989-PGKJB,86.25,1340.1,Electronic check,Yes,3511
8272-ONJLV,95.7,1184,Electronic check,No,5527
1488-PBLJN,116.85,8477.7,Bank transfer (automatic),Yes,4055
0308-GIQJT,105.75,7382.85,Bank transfer (automatic),No,4921
3778-FOAQW,20.15,456.85,Mailed check,No,3573
4452-ROHMO,19.6,331.6,Mailed check,No,2722
3090-LETTY,60.95,134.6,Bank transfer (automatic),No,3172
5349-AZPEW,25.05,125.5,Mailed check,No,2071
9720-JJJOR,60.3,2511.3,Bank transfer (automatic),Yes,4565
8100-HZZLJ,63.95,2737.05,Electronic check,Yes,4205
8775-ERLNB,74.3,74.3,Electronic check,No,2968
8309-IEYJD,70.6,70.6,Mailed check,Yes,2576
7398-HPYZQ,90.55,6404,Bank transfer (automatic),No,5007
3546-GHEAE,19.45,165.35,Mailed check,No,2600
7361-YPXFS,64.45,1867.6,Bank transfer (automatic),No,3820
6557-BZXLQ,69.65,1043.3,Electronic check,No,5610
2550-QHZGP,19.5,128.6,Mailed check,No,4271
7519-JTWQH,110.5,7455.45,Bank transfer (automatic),Yes,4803
2538-OIMXF,24.7,24.7,Mailed check,No,3065
8543-MSDMF,77.4,206.15,Electronic check,Yes,5528
1170-SASML,85.4,5869.4,Bank transfer (automatic),Yes,5976
4872-JCVCA,47.6,3377.8,Bank transfer (automatic),Yes,4795
5346-BZCHP,19.4,1346.2,Mailed check,No,6408
2038-LLMLM,103.85,4946.05,Electronic check,Yes,4304
1216-BGTSP,108.45,4964.7,Credit card (automatic),Yes,5093
4138-NAXED,81.0,4085.75,Bank transfer (automatic),No,4121
0744-BIKKF,86.65,6224.8,Bank transfer (automatic),No,4621
7483-IQWIB,92.95,3415.25,Electronic check,Yes,3462
5248-KWLAR,90.35,6325.25,Electronic check,No,6483
7996-MHXLW,25.15,1683.6,Credit card (automatic),Yes,6141
7833-PKIHD,76.4,3966.3,Bank transfer (automatic),Yes,6385
7061-OVMIM,19.55,608.5,Bank transfer (automatic),No,5203
5153-RTHKF,85.35,2896.6,Electronic check,No,3818
1852-QSWCD,24.8,1514.85,Mailed check,Yes,6281
4832-VRBMR,103.15,6792.45,Bank transfer (automatic),Yes,6441
9079-LWTFD,100.75,4669.2,Mailed check,No,2508
3392-EHMNK,94.1,6302.8,Credit card (automatic),No,4803
5986-WWXDV,19.35,779.2,Bank transfer (automatic),No,2607
3061-BCKYI,19.9,283.75,Mailed check,No,3854
7901-TBKJX,101.05,5594,Electronic check,Yes,5514
7228-PAQPD,59.1,772.85,Credit card (automatic),No,5718
7746-QYVCO,55.85,857.8,Mailed check,Yes,2464
5804-HYIEZ,106.05,7554.05,Electronic check,Yes,4583
9919-FZDED,84.1,5981.65,Credit card (automatic),Yes,4671
5934-TSSAU,75.3,1702.9,Credit card (automatic),Yes,5903
3486-KHMLI,24.7,467.15,Mailed check,No,5403
6784-XYJAE,55.8,1941.5,Electronic check,No,4770
3933-DQPWX,39.7,1932.75,Credit card (automatic),No,5174
6661-EIPZC,29.5,1423.05,Credit card (automatic),Yes,3194
8957-THMOA,20.15,970.85,Credit card (automatic),No,4263
2251-PYLPB,79.55,5810.9,Credit card (automatic),No,4766
5555-RNPGT,24.8,223.9,Credit card (automatic),No,5212
1057-FOGLZ,19.65,391.7,Mailed check,No,4333
8087-LGYHQ,94.05,811.65,Electronic check,Yes,3475
4137-BTIKL,90.75,174.75,Mailed check,No,4766
2190-BCXEC,78.85,3126.85,Credit card (automatic),Yes,5257
6227-FBDXH,99.5,6841.45,Bank transfer (automatic),No,4237
2911-WDXMV,80.55,1406.65,Credit card (automatic),Yes,5334
7206-PQBBZ,70.2,834.7,Electronic check,Yes,2848
4547-FZJWE,59.45,3157,Credit card (automatic),No,5712
7422-WNBTY,93.35,3092,Electronic check,Yes,3348
0842-IWYCP,44.95,2168.9,Bank transfer (automatic),No,2626
3521-HTQTV,26.1,980.35,Bank transfer (automatic),No,2026
3744-ZBHON,20.2,65.95,Electronic check,No,4369
3373-DIUUN,21.25,711.9,Mailed check,No,3047
8383-SGHJU,59.4,1952.8,Electronic check,No,2853
7607-QKKTJ,95.0,4368.85,Credit card (automatic),Yes,2719
7707-PYBBH,61.9,2647.1,Mailed check,Yes,2520
8984-HPEMB,118.65,8477.6,Electronic check,Yes,4296
4139-DETXS,64.45,4528,Bank transfer (automatic),No,5265
9779-DPNEJ,80.15,1790.65,Electronic check,Yes,4732
9805-FILKB,20.2,845.6,Bank transfer (automatic),Yes,2325
5793-YOLJN,21.0,1210.3,Mailed check,No,5046
0673-IGUQO,20.45,20.45,Mailed check,No,4845
4123-FCVCB,75.85,854.45,Mailed check,Yes,5942
8819-IMISP,80.45,2429.1,Electronic check,Yes,4684
8311-UEUAB,75.5,5229.45,Electronic check,Yes,5420
5858-EAFCZ,44.45,44.45,Mailed check,No,3498
1163-ONYEY,74.55,3023.55,Credit card (automatic),Yes,2748
5656-MJEFC,48.15,2032.3,Credit card (automatic),No,2673
6082-OQFBA,19.65,436.9,Mailed check,No,5460
8974-OVACP,20.15,20.15,Mailed check,No,3167
4010-YLMVT,106.6,5893.95,Credit card (automatic),Yes,5056
1379-FRVEB,91.0,1430.05,Electronic check,Yes,4602
8612-GXIDD,25.4,313,Bank transfer (automatic),Yes,2219
6288-CHQJB,69.95,3871.85,Bank transfer (automatic),No,5077
8160-HOWOX,66.85,458.1,Electronic check,Yes,4858
6648-INWPS,20.15,341.35,Electronic check,No,5271
4223-BKEOR,64.85,1336.8,Mailed check,No,3302
4079-VTGLK,74.85,2181.75,Electronic check,No,5610
1763-WQFUK,50.5,147.75,Mailed check,Yes,5258
1391-UBDAR,72.9,818.45,Electronic check,No,3042
8894-JVDCV,115.05,7133.45,Credit card (automatic),Yes,6494
2023-VQFDL,19.0,348.8,Electronic check,No,5379
1345-GKDZZ,19.55,128.6,Mailed check,No,2309
2014-MKGMH,101.1,4674.4,Electronic check,Yes,4883
5628-FCGYG,84.1,1737.45,Electronic check,Yes,4649
2560-WBWXF,24.15,1498.85,Bank transfer (automatic),Yes,5987
0248-IPDFW,50.1,50.1,Electronic check,Yes,5617
7978-DKUQH,74.6,1797.75,Electronic check,Yes,4591
4335-UPJSI,19.75,498.1,Mailed check,No,2639
1784-EZDKJ,106.8,5498.8,Bank transfer (automatic),Yes,4640
9297-FVVDH,84.5,4845.4,Electronic check,Yes,5928
8007-YYPWD,25.05,369.1,Bank transfer (automatic),No,5218
7101-HRBLJ,83.7,6096.9,Bank transfer (automatic),Yes,4592
6635-CPNUN,96.6,2684.35,Credit card (automatic),No,5530
5453-YBTWV,101.1,6994.8,Credit card (automatic),Yes,4226
5039-LZRQT,20.2,273.25,Mailed check,No,2953
2931-VUVJN,94.05,5483.9,Electronic check,Yes,5061
6418-PIQSP,81.0,4985.9,Mailed check,No,4684
8220-OCUFY,60.25,1258.35,Electronic check,Yes,4870
3995-WFCSM,60.85,111.4,Electronic check,No,3796
1895-QTKDO,43.95,43.95,Credit card (automatic),No,5684
2038-OEQZH,86.05,308.1,Electronic check,No,3653
1178-PZGAB,20.25,383.65,Credit card (automatic),No,5586
2626-VEEWG,19.4,1284.2,Credit card (automatic),Yes,4890
2878-RMWXY,102.65,7550.3,Credit card (automatic),Yes,4680
1657-DYMBM,19.9,1110.05,Credit card (automatic),No,4157
7311-MQJCH,19.55,99.6,Electronic check,No,2575
7375-WMVMT,95.5,6707.15,Credit card (automatic),Yes,6412
1136-XGEQU,84.15,4164.4,Credit card (automatic),Yes,4625
2530-FMFXO,103.2,5873.75,Electronic check,Yes,4478
6844-DZKRF,50.2,109.25,Credit card (automatic),Yes,4697
5970-GHJAW,19.95,862.4,Credit card (automatic),No,3574
8879-XUAHX,116.25,8564.75,Electronic check,Yes,6124
3689-MOZGR,31.2,926.2,Electronic check,Yes,4761
4195-PNGZS,24.45,1718.2,Bank transfer (automatic),No,5295
5003-XZWWO,84.2,5956.85,Credit card (automatic),No,4753
7622-FWGEW,85.65,4824.45,Bank transfer (automatic),Yes,6500
6922-NCEDI,21.2,1238.65,Mailed check,Yes,6473
9891-NQDBD,25.55,672.2,Mailed check,No,3493
6131-IUNXN,20.2,382.2,Mailed check,No,3636
8548-AWOFC,63.85,4264.6,Electronic check,No,5956
9798-DRYDS,61.95,1070.7,Mailed check,Yes,4759
8532-UEFWH,25.75,1345.85,Mailed check,No,4676
6296-DDOOR,58.2,1045.25,Electronic check,No,4033
7951-VRDVK,85.85,3003.55,Bank transfer (automatic),No,4898
4815-YOSUK,104.9,7537.5,Credit card (automatic),Yes,4927
0380-NEAVX,99.85,3343.15,Electronic check,Yes,5626
4365-MSDYN,19.55,161.15,Bank transfer (automatic),Yes,4909
7036-TYDEC,104.0,7028.5,Electronic check,No,5902
5802-ADBRC,104.4,5232.9,Mailed check,Yes,6100
8076-FEZKJ,19.5,225.85,Mailed check,No,5039
5197-YPYBZ,25.25,274.7,Credit card (automatic),No,2646
4312-GVYNH,49.85,3370.2,Bank transfer (automatic),Yes,5460
8495-LJDFO,108.95,7111.3,Bank transfer (automatic),Yes,5780
0839-JTCUD,89.9,5958.85,Credit card (automatic),No,4082
5494-WOZRZ,82.0,5999.85,Credit card (automatic),Yes,5770
1302-UHBDD,89.95,1648.45,Electronic check,No,4812
2234-EOFPT,79.35,5753.25,Bank transfer (automatic),Yes,4278
8619-IJNDK,64.05,4492.9,Credit card (automatic),No,4374
8378-LKJAF,101.15,3956.7,Credit card (automatic),Yes,3738
1153-GNOLC,39.1,1309,Electronic check,Yes,2855
3298-QEICA,34.6,813.45,Mailed check,No,4445
0788-DXBFY,19.55,1108.8,Electronic check,Yes,4801
3597-YASZG,104.45,7349.35,Bank transfer (automatic),Yes,5004
3496-LFSZU,70.5,294.2,Electronic check,No,2896
5242-UOWHD,20.35,929.2,Mailed check,No,4210
6479-SZPLM,19.45,754.5,Credit card (automatic),No,5745
8097-VBQTZ,69.9,3883.3,Mailed check,Yes,6092
4500-HKANN,59.7,1414.2,Mailed check,No,3464
9917-KWRBE,78.35,3211.2,Credit card (automatic),Yes,2894
3420-ZDBMA,71.45,371.6,Mailed check,Yes,5171
2212-LYASK,45.85,1246.4,Credit card (automatic),Yes,2068
1393-IMKZG,95.85,95.85,Electronic check,Yes,3270
8069-RHUXK,35.7,2545.7,Credit card (automatic),No,5655
3398-GCPMU,89.55,6448.85,Credit card (automatic),Yes,4993
2908-WGAXL,24.95,1468.9,Credit card (automatic),Yes,5243
3378-AJRAO,24.85,1013.6,Electronic check,No,5331
1013-QCWAM,100.8,6690.75,Electronic check,Yes,5469
6050-FFXES,105.35,7240.65,Bank transfer (automatic),No,5268
0362-RAOQO,19.65,830.25,Credit card (automatic),No,3878
9554-DFKIC,54.45,1588.7,Bank transfer (automatic),Yes,2613
5527-ACHSO,70.5,829.3,Mailed check,No,5541
0829-DDVLK,20.1,302.45,Credit card (automatic),No,4359
1399-UBQIU,69.35,712.25,Electronic check,Yes,2288
1813-JLKWR,19.8,1336.65,Bank transfer (automatic),No,5384
0336-PIKEI,74.4,5360.75,Bank transfer (automatic),No,5590
7322-OCWHC,93.05,6735.05,Bank transfer (automatic),Yes,4988
9537-VHDTA,51.2,51.2,Mailed check,No,3699
4957-TIALW,65.6,1010,Credit card (automatic),No,2976
2054-PJOCK,80.55,4847.05,Credit card (automatic),No,4159
9150-HEPMB,52.7,3019.7,Mailed check,No,4753
9030-QGZNL,20.85,161.65,Mailed check,No,4249
3126-WQMGH,52.15,2583.75,Credit card (automatic),Yes,5224
7176-WRTNX,114.95,7711.25,Bank transfer (automatic),Yes,4511
5732-IKGQH,104.45,5481.25,Bank transfer (automatic),Yes,5490
9239-GZHZE,113.65,8124.2,Credit card (automatic),Yes,6469
7205-BAIAD,20.6,827.3,Bank transfer (automatic),Yes,3091
0093-EXYQL,91.55,3673.6,Electronic check,Yes,5742
8064-RAVOH,49.85,49.85,Electronic check,Yes,5323
0219-QAERP,19.8,576.65,Credit card (automatic),No,4006
9168-INPSZ,104.15,4495.65,Electronic check,No,2944
0015-UOCOJ,48.2,340.35,Electronic check,Yes,5525
5334-AFQJB,25.1,1789.9,Credit card (automatic),Yes,5751
2754-SDJRD,100.15,908.55,Credit card (automatic),Yes,5157
8963-JLGJT,55.9,157.55,Mailed check,No,4648
1465-LNTLJ,64.4,581.7,Credit card (automatic),Yes,4537
2135-DQWAQ,85.3,420.45,Mailed check,Yes,2689
4056-QHXHZ,107.45,7576.7,Mailed check,No,5246
7401-JIXNM,91.3,4965,Credit card (automatic),No,5907
9339-FIIJL,85.95,6151.9,Bank transfer (automatic),No,6450
4706-DGAHW,45.2,45.2,Electronic check,No,4576
6670-MFRPK,79.2,5420.65,Credit card (automatic),Yes,4072
6177-PEVRA,55.5,2627.35,Credit card (automatic),No,4975
4813-HQMGZ,90.25,743.75,Electronic check,Yes,4969
7579-KKLOE,91.25,6589.6,Mailed check,Yes,5529
8402-EIVQS,100.9,6733.15,Credit card (automatic),Yes,4078
4947-DSMXK,97.7,3410,Bank transfer (automatic),Yes,5789
7245-NIIWQ,69.85,199.85,Electronic check,Yes,4764
0002-ORFBO,65.6,593.3,Mailed check,Yes,2205
3324-OIRTO,104.65,7288.4,Bank transfer (automatic),Yes,6101
5414-OFQCB,90.45,5229.8,Credit card (automatic),Yes,5076
4967-WPNCF,63.7,4464.8,Bank transfer (automatic),Yes,4921
8552-OBVRU,104.5,5068.05,Electronic check,Yes,3847
8499-BRXTD,20.1,401.85,Mailed check,No,5586
9154-QDGTH,104.3,4451.85,Credit card (automatic),Yes,3927
8197-BFWVU,93.25,6688.95,Bank transfer (automatic),Yes,5197
2577-GVSIL,73.45,2661.1,Bank transfer (automatic),Yes,4719
9367-OIUXP,20.7,73.05,Mailed check,No,4676
6770-UAYGJ,25.25,1211.65,Mailed check,No,5616
6463-HHXJR,100.5,7030.65,Bank transfer (automatic),No,4080
